order_id,order_date,ship_date,customer_id,customer_name,segment,country,state,postal_code,region,person,product_id,category,subcategory,product_name,sales,quantity,discount,profit,returned
CA-2016-101462,2016-04-20,2016-04-25,Standard Class,Benjamin Patterson,Consumer,United States,Los Angeles,90045.0,West,Anna Andreadi,FUR-FU-10000409,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",59.9200,4,0.00,27.5632000000000000,
CA-2019-102379,2019-12-02,2019-12-06,Standard Class,Brenda Bowman,Corporate,United States,Oakland,94601.0,West,Anna Andreadi,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,39.9920,1,0.20,-7.9984000000000100,
CA-2019-102379,2019-12-02,2019-12-06,Standard Class,Brenda Bowman,Corporate,United States,Oakland,94601.0,West,Anna Andreadi,FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,1159.0560,9,0.20,43.4645999999999000,
CA-2019-102379,2019-12-02,2019-12-06,Standard Class,Brenda Bowman,Corporate,United States,Oakland,94601.0,West,Anna Andreadi,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,179.9000,5,0.00,44.9750000000000000,
US-2019-110989,2019-11-03,2019-11-05,Second Class,Eva Jacobs,Consumer,United States,Seattle,98105.0,West,Anna Andreadi,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,43.5000,3,0.00,10.8750000000000000,
CA-2018-114748,2018-10-09,2018-10-14,Standard Class,Maria Zettner,Home Office,United States,Phoenix,85023.0,West,Anna Andreadi,OFF-AR-10001315,Office Supplies,Art,Newell 310,1.4080,1,0.20,0.1584000000000000,
CA-2018-114748,2018-10-09,2018-10-14,Standard Class,Maria Zettner,Home Office,United States,Phoenix,85023.0,West,Anna Andreadi,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",169.5680,2,0.20,0E-16,
CA-2019-109393,2019-06-30,2019-07-02,Second Class,John Castell,Consumer,United States,Los Angeles,90032.0,West,Anna Andreadi,FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",435.9990,3,0.15,5.1293999999999800,
CA-2017-112767,2017-08-02,2017-08-06,Standard Class,Darren Koutras,Consumer,United States,Springfield,97477.0,West,Anna Andreadi,FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table,277.5000,4,0.50,-188.7000000000000000,
US-2017-140200,2017-07-26,2017-07-28,First Class,Cynthia Arntzen,Consumer,United States,Mesa,85204.0,West,Anna Andreadi,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,393.1650,3,0.50,-204.4458000000000000,
CA-2019-120614,2019-05-30,2019-06-04,Standard Class,Suzanne McNair,Corporate,United States,Los Angeles,90004.0,West,Anna Andreadi,OFF-PA-10004911,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",37.5200,4,0.00,18.0096000000000000,
US-2019-147655,2019-09-04,2019-09-05,First Class,Aaron Smayling,Corporate,United States,Redmond,97756.0,West,Anna Andreadi,OFF-BI-10002931,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",88.0740,7,0.70,-58.7160000000000000,
CA-2018-161361,2018-03-26,2018-03-28,Second Class,Mark Van Huff,Consumer,United States,Pocatello,83201.0,West,Anna Andreadi,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",17.6400,3,0.00,8.6436000000000000,
CA-2018-161361,2018-03-26,2018-03-28,Second Class,Mark Van Huff,Consumer,United States,Pocatello,83201.0,West,Anna Andreadi,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",17.0400,3,0.20,5.5380000000000000,
CA-2017-116841,2017-04-14,2017-04-18,Standard Class,Theone Pippenger,Consumer,United States,Springfield,97477.0,West,Anna Andreadi,OFF-AP-10002403,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,35.2080,1,0.20,2.6406000000000000,
CA-2018-122322,2018-07-15,2018-07-21,Standard Class,Rick Huthwaite,Home Office,United States,Provo,84604.0,West,Anna Andreadi,OFF-SU-10000952,Office Supplies,Supplies,Fiskars Home & Office Scissors,44.4000,5,0.00,12.4320000000000000,
CA-2019-162096,2019-11-10,2019-11-10,Same Day,Thomas Brumley,Home Office,United States,Riverside,92503.0,West,Anna Andreadi,OFF-AR-10002221,Office Supplies,Art,12 Colored Short Pencils,7.8000,3,0.00,2.1060000000000000,
CA-2018-128594,2018-08-26,2018-08-29,First Class,Don Jones,Corporate,United States,San Diego,92037.0,West,Anna Andreadi,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,1603.1360,4,0.20,100.1960000000000000,
CA-2016-104563,2016-03-07,2016-03-12,Standard Class,Craig Molinari,Corporate,United States,Seattle,98103.0,West,Anna Andreadi,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,20.6500,5,0.00,9.4990000000000000,
CA-2016-104563,2016-03-07,2016-03-12,Standard Class,Craig Molinari,Corporate,United States,Seattle,98103.0,West,Anna Andreadi,OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",204.9000,5,0.00,0E-16,
CA-2016-104563,2016-03-07,2016-03-12,Standard Class,Craig Molinari,Corporate,United States,Seattle,98103.0,West,Anna Andreadi,FUR-CH-10002780,Furniture,Chairs,Office Star - Task Chair with Contemporary Loop Arms,436.7040,6,0.20,21.8352000000000000,
CA-2016-104563,2016-03-07,2016-03-12,Standard Class,Craig Molinari,Corporate,United States,Seattle,98103.0,West,Anna Andreadi,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",481.5680,2,0.20,54.1763999999999000,
CA-2017-158491,2017-06-04,2017-06-09,Second Class,Becky Pak,Consumer,United States,Los Angeles,90008.0,West,Anna Andreadi,TEC-AC-10001874,Technology,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,119.9800,2,0.00,35.9940000000000000,
CA-2017-158491,2017-06-04,2017-06-09,Second Class,Becky Pak,Consumer,United States,Los Angeles,90008.0,West,Anna Andreadi,TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,989.9700,3,0.00,395.9880000000000000,
US-2016-128685,2016-04-04,2016-04-05,First Class,Mary Zewe,Corporate,United States,Los Angeles,90008.0,West,Anna Andreadi,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,7.1840,2,0.20,2.2450000000000000,
US-2018-106313,2018-08-22,2018-08-26,Standard Class,Deirdre Greer,Corporate,United States,Seattle,98105.0,West,Anna Andreadi,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,19.4400,3,0.00,9.3312000000000000,
CA-2019-166296,2019-03-13,2019-03-19,Standard Class,Karen Ferguson,Home Office,United States,Manteca,95336.0,West,Anna Andreadi,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,314.5500,3,0.00,150.9840000000000000,
CA-2018-163384,2018-11-10,2018-11-12,First Class,Chuck Clark,Home Office,United States,San Francisco,94122.0,West,Anna Andreadi,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",13.2160,4,0.20,4.4604000000000000,
CA-2018-163384,2018-11-10,2018-11-12,First Class,Chuck Clark,Home Office,United States,San Francisco,94122.0,West,Anna Andreadi,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,32.4000,5,0.00,15.5520000000000000,
CA-2016-125731,2016-09-10,2016-09-16,Standard Class,Clay Ludtke,Consumer,United States,Gresham,97030.0,West,Anna Andreadi,OFF-EN-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes,21.7280,7,0.20,7.6048000000000000,
CA-2016-125731,2016-09-10,2016-09-16,Standard Class,Clay Ludtke,Consumer,United States,Gresham,97030.0,West,Anna Andreadi,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,1487.0400,5,0.20,148.7040000000000000,
CA-2018-114951,2018-06-26,2018-07-03,Standard Class,Duane Noonan,Consumer,United States,San Francisco,94109.0,West,Anna Andreadi,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",22.1400,3,0.00,6.4206000000000000,
CA-2019-138422,2019-09-23,2019-09-26,First Class,Kristina Nunn,Home Office,United States,Fort Collins,80525.0,West,Anna Andreadi,OFF-EN-10004147,Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes,14.3520,3,0.20,5.2026000000000000,
CA-2019-129567,2019-03-17,2019-03-21,Second Class,Clay Ludtke,Consumer,United States,Lancaster,93534.0,West,Anna Andreadi,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,17.4560,2,0.20,5.8914000000000000,
CA-2019-135419,2019-11-03,2019-11-09,Standard Class,Bruce Geld,Consumer,United States,Bakersfield,93309.0,West,Anna Andreadi,FUR-TA-10001086,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",486.3680,4,0.20,36.4776000000000000,
CA-2019-122364,2019-09-24,2019-09-29,Standard Class,Frank Atkinson,Corporate,United States,Los Angeles,90008.0,West,Anna Andreadi,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,859.2000,3,0.20,75.1800000000001000,
CA-2019-122364,2019-09-24,2019-09-29,Standard Class,Frank Atkinson,Corporate,United States,Los Angeles,90008.0,West,Anna Andreadi,TEC-MA-10001031,Technology,Machines,Socket Bluetooth Cordless Hand Scanner (CHS),506.2800,3,0.20,177.1980000000000000,
CA-2018-135776,2018-12-23,2018-12-30,Standard Class,Edward Hooks,Corporate,United States,Seattle,98103.0,West,Anna Andreadi,OFF-AR-10001246,Office Supplies,Art,Newell 317,8.8200,3,0.00,2.5578000000000000,
CA-2018-135776,2018-12-23,2018-12-30,Standard Class,Edward Hooks,Corporate,United States,Seattle,98103.0,West,Anna Andreadi,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,37.9400,2,0.00,18.2112000000000000,
CA-2018-135776,2018-12-23,2018-12-30,Standard Class,Edward Hooks,Corporate,United States,Seattle,98103.0,West,Anna Andreadi,OFF-AR-10001231,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",4.2000,2,0.00,1.1760000000000000,
CA-2018-135776,2018-12-23,2018-12-30,Standard Class,Edward Hooks,Corporate,United States,Seattle,98103.0,West,Anna Andreadi,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,227.2800,2,0.00,2.2727999999999900,
CA-2018-135776,2018-12-23,2018-12-30,Standard Class,Edward Hooks,Corporate,United States,Seattle,98103.0,West,Anna Andreadi,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,47.9000,1,0.00,22.9920000000000000,
CA-2018-135776,2018-12-23,2018-12-30,Standard Class,Edward Hooks,Corporate,United States,Seattle,98103.0,West,Anna Andreadi,OFF-EN-10004773,Office Supplies,Envelopes,Staple envelope,61.9600,2,0.00,30.3604000000000000,
CA-2018-135776,2018-12-23,2018-12-30,Standard Class,Edward Hooks,Corporate,United States,Seattle,98103.0,West,Anna Andreadi,OFF-ST-10003470,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.9200,4,0.00,55.8960000000000000,
CA-2017-134082,2017-12-11,2017-12-17,Standard Class,Jim Kriz,Home Office,United States,San Bernardino,92404.0,West,Anna Andreadi,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,110.5280,4,0.20,38.6848000000000000,
CA-2017-104493,2017-10-02,2017-10-08,Standard Class,Ed Braxton,Corporate,United States,San Diego,92105.0,West,Anna Andreadi,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,57.5040,6,0.20,20.1264000000000000,
CA-2019-151281,2019-04-27,2019-05-02,Standard Class,Henry MacAllister,Consumer,United States,Seattle,98105.0,West,Anna Andreadi,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,139.5800,7,0.00,39.0824000000000000,
CA-2017-128356,2017-10-02,2017-10-07,Standard Class,Resi Pцlking,Consumer,United States,Thornton,80229.0,West,Anna Andreadi,OFF-SU-10004290,Office Supplies,Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",10.9440,2,0.20,0.9576000000000000,
CA-2019-134565,2019-06-11,2019-06-13,Second Class,Tom Boeckenhauer,Consumer,United States,Seattle,98103.0,West,Anna Andreadi,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,37.9400,2,0.00,18.2112000000000000,
CA-2019-134565,2019-06-11,2019-06-13,Second Class,Tom Boeckenhauer,Consumer,United States,Seattle,98103.0,West,Anna Andreadi,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",18.2880,6,0.20,6.6294000000000000,
CA-2019-134565,2019-06-11,2019-06-13,Second Class,Tom Boeckenhauer,Consumer,United States,Seattle,98103.0,West,Anna Andreadi,TEC-MA-10001570,Technology,Machines,Cisco Desktop Collaboration Experience DX650 IP Video Phone,385.8000,5,0.20,130.2075000000000000,
CA-2019-134565,2019-06-11,2019-06-13,Second Class,Tom Boeckenhauer,Consumer,United States,Seattle,98103.0,West,Anna Andreadi,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",102.9600,2,0.00,1.0296000000000000,
CA-2019-134565,2019-06-11,2019-06-13,Second Class,Tom Boeckenhauer,Consumer,United States,Seattle,98103.0,West,Anna Andreadi,FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,174.4200,3,0.00,41.8608000000000000,
CA-2016-169460,2016-04-19,2016-04-21,Second Class,Nicole Fjeld,Home Office,United States,San Jose,95123.0,West,Anna Andreadi,FUR-FU-10004017,Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",76.1400,3,0.00,26.6490000000000000,
CA-2019-123778,2019-09-23,2019-09-30,Standard Class,Bruce Stewart,Consumer,United States,San Francisco,94122.0,West,Anna Andreadi,OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",25.8240,6,0.20,9.0384000000000000,
CA-2019-123778,2019-09-23,2019-09-30,Standard Class,Bruce Stewart,Consumer,United States,San Francisco,94122.0,West,Anna Andreadi,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,160.9600,2,0.00,48.2880000000000000,
CA-2017-122371,2017-09-26,2017-10-01,Standard Class,Bryan Spruell,Home Office,United States,San Diego,92037.0,West,Anna Andreadi,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",64.1700,3,0.00,18.6093000000000000,
CA-2017-122371,2017-09-26,2017-10-01,Standard Class,Bryan Spruell,Home Office,United States,San Diego,92037.0,West,Anna Andreadi,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,124.4600,2,0.00,58.4962000000000000,
CA-2017-110457,2017-03-02,2017-03-06,Standard Class,Dave Kipp,Consumer,United States,Seattle,98103.0,West,Anna Andreadi,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,787.5300,3,0.00,165.3813000000000000,
CA-2018-140613,2018-07-22,2018-07-29,Standard Class,Kristina Nunn,Home Office,United States,Sparks,89431.0,West,Anna Andreadi,OFF-SU-10004261,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",86.2000,5,0.00,24.9980000000000000,
CA-2018-161669,2018-11-07,2018-11-09,First Class,Eudokia Martin,Corporate,United States,Los Angeles,90036.0,West,Anna Andreadi,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,37.4400,4,0.20,11.7000000000000000,
CA-2018-161669,2018-11-07,2018-11-09,First Class,Eudokia Martin,Corporate,United States,Los Angeles,90036.0,West,Anna Andreadi,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,26.9760,4,0.20,8.7672000000000000,
CA-2018-161669,2018-11-07,2018-11-09,First Class,Eudokia Martin,Corporate,United States,Los Angeles,90036.0,West,Anna Andreadi,OFF-SU-10002503,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,11.3600,2,0.00,3.2944000000000000,
CA-2018-161669,2018-11-07,2018-11-09,First Class,Eudokia Martin,Corporate,United States,Los Angeles,90036.0,West,Anna Andreadi,OFF-LA-10004093,Office Supplies,Labels,Avery 486,14.6200,2,0.00,6.8714000000000000,
CA-2019-118864,2019-06-15,2019-06-19,Second Class,Kristen Hastings,Corporate,United States,Los Angeles,90032.0,West,Anna Andreadi,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone,119.9600,1,0.20,7.4975000000000000,
CA-2018-156265,2018-08-02,2018-08-04,Second Class,Barry Franzцsisch,Corporate,United States,Los Angeles,90032.0,West,Anna Andreadi,FUR-TA-10001691,Furniture,Tables,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",136.4640,2,0.20,15.3522000000000000,
CA-2018-156265,2018-08-02,2018-08-04,Second Class,Barry Franzцsisch,Corporate,United States,Los Angeles,90032.0,West,Anna Andreadi,TEC-PH-10001918,Technology,Phones,Nortel Business Series Terminal T7208 Digital phone,333.5760,3,0.20,33.3576000000000000,
CA-2018-156265,2018-08-02,2018-08-04,Second Class,Barry Franzцsisch,Corporate,United States,Los Angeles,90032.0,West,Anna Andreadi,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,12.5440,2,0.20,4.7040000000000000,
CA-2016-119144,2016-11-16,2016-11-18,First Class,Justin Deggeller,Corporate,United States,Los Angeles,90008.0,West,Anna Andreadi,TEC-PH-10004188,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,79.9680,4,0.20,-17.9928000000000000,
CA-2016-119144,2016-11-16,2016-11-18,First Class,Justin Deggeller,Corporate,United States,Los Angeles,90008.0,West,Anna Andreadi,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",305.9745,3,0.15,25.1979000000000000,
CA-2016-119144,2016-11-16,2016-11-18,First Class,Justin Deggeller,Corporate,United States,Los Angeles,90008.0,West,Anna Andreadi,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,344.9100,3,0.00,10.3473000000000000,
CA-2019-137505,2019-11-24,2019-11-24,Same Day,Beth Paige,Consumer,United States,Los Angeles,90008.0,West,Anna Andreadi,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",364.0800,2,0.20,9.1020000000000000,
CA-2019-137505,2019-11-24,2019-11-24,Same Day,Beth Paige,Consumer,United States,Los Angeles,90008.0,West,Anna Andreadi,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,71.0880,2,0.20,-1.7772000000000000,
CA-2016-135090,2016-11-22,2016-11-26,Standard Class,Susan Pistek,Consumer,United States,Los Angeles,90036.0,West,Anna Andreadi,OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,53.8200,9,0.00,24.2190000000000000,
CA-2017-132815,2017-09-19,2017-09-22,Second Class,Rick Wilson,Corporate,United States,Los Angeles,90008.0,West,Anna Andreadi,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,22.9600,2,0.00,11.2504000000000000,
US-2018-103674,2018-12-06,2018-12-10,Standard Class,Anne Pryor,Home Office,United States,Los Angeles,90032.0,West,Anna Andreadi,TEC-PH-10004080,Technology,Phones,Avaya 5410 Digital phone,271.9600,5,0.20,27.1960000000000000,
US-2018-103674,2018-12-06,2018-12-10,Standard Class,Anne Pryor,Home Office,United States,Los Angeles,90032.0,West,Anna Andreadi,OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils,18.6900,7,0.00,5.2332000000000000,
US-2018-103674,2018-12-06,2018-12-10,Standard Class,Anne Pryor,Home Office,United States,Los Angeles,90032.0,West,Anna Andreadi,OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,13.3600,2,0.00,6.4128000000000000,
US-2018-103674,2018-12-06,2018-12-10,Standard Class,Anne Pryor,Home Office,United States,Los Angeles,90032.0,West,Anna Andreadi,TEC-PH-10002496,Technology,Phones,Cisco SPA301,249.5840,2,0.20,31.1980000000000000,
US-2018-103674,2018-12-06,2018-12-10,Standard Class,Anne Pryor,Home Office,United States,Los Angeles,90032.0,West,Anna Andreadi,OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",13.8600,7,0.00,0E-16,
US-2018-103674,2018-12-06,2018-12-10,Standard Class,Anne Pryor,Home Office,United States,Los Angeles,90032.0,West,Anna Andreadi,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,13.3760,4,0.20,4.6816000000000000,
US-2018-103674,2018-12-06,2018-12-10,Standard Class,Anne Pryor,Home Office,United States,Los Angeles,90032.0,West,Anna Andreadi,OFF-BI-10002026,Office Supplies,Binders,Ibico Recycled Linen-Style Covers,437.4720,14,0.20,153.1152000000000000,
CA-2017-165057,2017-09-11,2017-09-15,Standard Class,Steven Cartwright,Consumer,United States,Redlands,92374.0,West,Anna Andreadi,OFF-AR-10004648,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,181.3500,9,0.00,48.9645000000000000,
CA-2017-165057,2017-09-11,2017-09-15,Standard Class,Steven Cartwright,Consumer,United States,Redlands,92374.0,West,Anna Andreadi,OFF-LA-10003190,Office Supplies,Labels,Avery 474,8.6400,3,0.00,4.2336000000000000,
US-2019-112347,2019-12-02,2019-12-06,Standard Class,Bill Stewart,Corporate,United States,Denver,80219.0,West,Anna Andreadi,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,114.2880,1,0.20,12.8574000000000000,
US-2019-112347,2019-12-02,2019-12-06,Standard Class,Bill Stewart,Corporate,United States,Denver,80219.0,West,Anna Andreadi,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,36.6240,8,0.70,-24.4160000000000000,
US-2019-112347,2019-12-02,2019-12-06,Standard Class,Bill Stewart,Corporate,United States,Denver,80219.0,West,Anna Andreadi,FUR-BO-10003546,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,242.3520,8,0.70,-363.5280000000000000,
US-2019-112347,2019-12-02,2019-12-06,Standard Class,Bill Stewart,Corporate,United States,Denver,80219.0,West,Anna Andreadi,TEC-PH-10000213,Technology,Phones,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,49.6160,2,0.20,4.9616000000000000,
US-2019-112347,2019-12-02,2019-12-06,Standard Class,Bill Stewart,Corporate,United States,Denver,80219.0,West,Anna Andreadi,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",508.7040,6,0.20,0E-16,
US-2019-112347,2019-12-02,2019-12-06,Standard Class,Bill Stewart,Corporate,United States,Denver,80219.0,West,Anna Andreadi,TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount,57.3600,6,0.20,-14.3400000000000000,
US-2019-112347,2019-12-02,2019-12-06,Standard Class,Bill Stewart,Corporate,United States,Denver,80219.0,West,Anna Andreadi,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,906.6800,5,0.20,68.0010000000000000,
CA-2017-107468,2017-12-18,2017-12-22,Standard Class,Michael Kennedy,Corporate,United States,Louisville,80027.0,West,Anna Andreadi,OFF-AR-10000634,Office Supplies,Art,Newell 320,6.8480,2,0.20,0.5992000000000000,
CA-2018-123512,2018-06-17,2018-06-19,First Class,Mike Vittorini,Consumer,United States,Los Angeles,90045.0,West,Anna Andreadi,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",239.6660,2,0.15,14.0980000000000000,
CA-2018-123512,2018-06-17,2018-06-19,First Class,Mike Vittorini,Consumer,United States,Los Angeles,90045.0,West,Anna Andreadi,OFF-LA-10000081,Office Supplies,Labels,Avery 496,22.5000,6,0.00,10.8000000000000000,
CA-2018-123512,2018-06-17,2018-06-19,First Class,Mike Vittorini,Consumer,United States,Los Angeles,90045.0,West,Anna Andreadi,OFF-PA-10001497,Office Supplies,Paper,Xerox 1914,219.8400,4,0.00,107.7216000000000000,
CA-2019-157672,2019-10-05,2019-10-07,First Class,Ross Baird,Home Office,United States,Denver,80219.0,West,Anna Andreadi,TEC-AC-10001714,Technology,Accessories,Logitech MX Performance Wireless Mouse,63.8240,2,0.20,13.5626000000000000,
CA-2019-155460,2019-04-13,2019-04-15,First Class,Rob Williams,Corporate,United States,Seattle,98105.0,West,Anna Andreadi,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5.2800,1,0.00,2.3760000000000000,
CA-2019-155460,2019-04-13,2019-04-15,First Class,Rob Williams,Corporate,United States,Seattle,98105.0,West,Anna Andreadi,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,895.9200,5,0.20,302.3730000000000000,
CA-2019-126865,2019-12-05,2019-12-07,Second Class,Naresj Patel,Consumer,United States,San Diego,92024.0,West,Anna Andreadi,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,92.9400,3,0.00,41.8230000000000000,
CA-2018-161928,2018-06-27,2018-06-29,Second Class,Anna Chung,Consumer,United States,San Francisco,94109.0,West,Anna Andreadi,TEC-PH-10003484,Technology,Phones,Ooma Telo VoIP Home Phone System,201.5840,2,0.20,12.5990000000000000,
CA-2017-142027,2017-04-09,2017-04-14,Standard Class,Jay Kimmel,Consumer,United States,Long Beach,90805.0,West,Anna Andreadi,FUR-TA-10002774,Furniture,Tables,Laminate Occasional Tables,369.9120,3,0.20,-13.8717000000000000,
CA-2017-164497,2017-11-28,2017-11-30,First Class,Ashley Jarboe,Consumer,United States,San Francisco,94110.0,West,Anna Andreadi,OFF-AP-10004655,Office Supplies,Appliances,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",45.2800,4,0.00,15.3952000000000000,
US-2016-137680,2016-02-24,2016-03-02,Standard Class,Jennifer Halladay,Consumer,United States,Medford,97504.0,West,Anna Andreadi,OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",32.8960,4,0.20,11.1024000000000000,
US-2016-137680,2016-02-24,2016-03-02,Standard Class,Jennifer Halladay,Consumer,United States,Medford,97504.0,West,Anna Andreadi,OFF-PA-10000069,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",22.7760,3,0.20,7.6869000000000000,
CA-2018-164889,2018-06-03,2018-06-06,Second Class,Christine Phan,Corporate,United States,Los Angeles,90049.0,West,Anna Andreadi,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,71.0880,2,0.20,-1.7772000000000000,
CA-2017-155334,2017-07-30,2017-07-31,First Class,Helen Andreada,Consumer,United States,San Francisco,94109.0,West,Anna Andreadi,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,10.9200,3,0.20,4.0950000000000000,
